DEPENDENCIA,CONTA,CLASSE,N║ BMP,NOMECLATURA/COMPONENTE,N║ SERIE,N║ PN,N║ SISPAT,FCG,EIQUETA MET┴LICA,QTD,VL. ATUALIZ.,VL. DEPREC. ACUM.,VL. LIQUIDO,SITUACAO
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863980,Poltrona Fixa Marca Giroflex,,,5400017,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863981,Poltrona Fixa Marca Giroflex,,,5400018,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863982,Poltrona Fixa Marca Giroflex,,,5400019,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863983,Poltrona Fixa Marca Giroflex,,,5400020,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863984,Poltrona Fixa Marca Giroflex,,,5400021,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863985,Poltrona Fixa Marca Giroflex,,,5400022,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863986,Poltrona Fixa Marca Giroflex,,,5400023,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863987,Poltrona Fixa Marca Giroflex,,,5400024,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863988,Poltrona Fixa Marca Giroflex,,,5400025,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863989,Poltrona Fixa Marca Giroflex,,,5400026,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863990,Poltrona Fixa Marca Giroflex,,,5400027,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863991,Poltrona Fixa Marca Giroflex,,,5400028,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863992,Poltrona Fixa Marca Giroflex,,,5400029,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863993,Poltrona Fixa Marca Giroflex,,,5400030,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863994,Poltrona Fixa Marca Giroflex,,,5400031,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,863995,Poltrona Fixa Marca Giroflex,,,5400032,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864112,Poltrona Fixa Marca Giroflex,,,5400033,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864113,Poltrona Fixa Marca Giroflex,,,5400034,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864114,Poltrona Fixa Marca Giroflex,,,5400035,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864115,Poltrona Fixa Marca Giroflex,,,5400036,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864116,Poltrona Fixa Marca Giroflex,,,5400037,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864117,Poltrona Fixa Marca Giroflex,,,5400038,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864118,Poltrona Fixa Marca Giroflex,,,5400039,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864119,Poltrona Fixa Marca Giroflex,,,5400040,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864120,Poltrona Fixa Marca Giroflex,,,5400041,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864121,Poltrona Fixa Marca Giroflex,,,5400042,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864122,Poltrona Fixa Marca Giroflex,,,5400043,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864123,Poltrona Fixa Marca Giroflex,,,5400044,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864124,Poltrona Fixa Marca Giroflex,,,5400045,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864125,Poltrona Fixa Marca Giroflex,,,5400046,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864126,Poltrona Fixa Marca Giroflex,,,5400047,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864127,Poltrona Fixa Marca Giroflex,,,5400048,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864128,Poltrona Fixa Marca Giroflex,,,5400049,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864129,Poltrona Fixa Marca Giroflex,,,5400050,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864130,Poltrona Fixa Marca Giroflex,,,5400051,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864131,Poltrona Fixa Marca Giroflex,,,5400052,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864132,Poltrona Fixa Marca Giroflex,,,5400053,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864133,Poltrona Fixa Marca Giroflex,,,5400054,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864134,Poltrona Fixa Marca Giroflex,,,5400055,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864135,Poltrona Fixa Marca Giroflex,,,5400056,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864136,Poltrona Fixa Marca Giroflex,,,5400057,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864137,Poltrona Fixa Marca Giroflex,,,5400058,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864138,Poltrona Fixa Marca Giroflex,,,5400059,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864139,Poltrona Fixa Marca Giroflex,,,5400060,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864140,Poltrona Fixa Marca Giroflex,,,5400061,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864141,Poltrona Fixa Marca Giroflex,,,5400062,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864142,Poltrona Fixa Marca Giroflex,,,5400063,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864143,Poltrona Fixa Marca Giroflex,,,5400064,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864144,Poltrona Fixa Marca Giroflex,,,5400065,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,864145,Poltrona Fixa Marca Giroflex,,,5400066,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,38108,864726,"Estante Metßlica, Med. 2,00 X 0,93 X 0,30 M Com Prateleiras Removiveis.",,,38108002,38108,,1,25,"14,25","10,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,38110,864727,"Estante Metßlica Med. 2,35 X 0,93 X 0,30m, Com Prateleiras RemovÝveis.",,,38110001,38110,,1,25,"14,25","10,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,38110,864728,"Estante Metßlica Med. 2,35 X 0,93 X 0,30m, Com Prateleiras RemovÝveis.",,,38110002,38110,,1,25,"14,25","10,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,38110,864729,"Estante Metßlica Med. 2,35 X 0,93 X 0,30m, Com Prateleiras RemovÝveis.",,,38110003,38110,,1,25,"14,25","10,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,15676,865181,"Armario, Marca Inamel, Tipo Gdr-8, Com 8 Escaninhos.",,,15676001,15676,,1,35,"19,5","15,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,21121,865359,Armario Tipo Registrador Em Ašo Para 50 Pastas Registradora Med 200 X 1200 X 350mm Mod Raz-50/Cp,,,21121001,21121,,1,104,"58,5","45,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,10691,866002,Estante De Ašo Marca Isma Mod 23/42,,,10691001,10691,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,10691,866003,Estante De Ašo Marca Isma Mod 23/42,,,10691002,10691,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,30214,866069,"Armßrio De Ašo Com Portas De Abrir , Marca Flˇrida , Mod. A-403 .",,,30214001,30214,,1,13,"7,5","5,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,30214,866070,"Armßrio De Ašo Com Portas De Abrir , Marca Flˇrida , Mod. A-403 .",,,30214002,30214,,1,13,"7,5","5,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,30214,866071,"Armßrio De Ašo Com Portas De Abrir , Marca Flˇrida , Mod. A-403 .",,,30214003,30214,,1,13,"7,5","5,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,30214,866072,"Armßrio De Ašo Com Portas De Abrir , Marca Flˇrida , Mod. A-403 .",,,30214004,30214,,1,13,"7,5","5,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,30214,866073,"Armßrio De Ašo Com Portas De Abrir , Marca Flˇrida , Mod. A-403 .",,,30214005,30214,,1,13,"7,5","5,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,4470,866135,Armßrio De Ašo Cinza.,,,4470002,4470,,1,12,"6,75","5,25",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,4470,866136,Armßrio De Ašo Cinza.,,,4470003,4470,,1,12,"6,75","5,25",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,4470,866137,Armßrio De Ašo Cinza.,,,4470004,4470,,1,12,"6,75","5,25",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,36265,866194,Armario De Ašo Mod Bahia Marca Securit,,,36265001,36265,,1,25,"14,25","10,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,38106,866200,"Armario Duplo, Duas Portas Almofadadas, Marca Securit, Med. 0,80 X 0,32 X 0,57m, Com 1 Prateleira Regulßvel.",,,38106001,38106,,1,30,"17,25","12,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,38108,866201,"Estante Metßlica, Med. 2,00 X 0,93 X 0,30 M Com Prateleiras Removiveis.",,,38108001,38108,,1,25,"14,25","10,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,6206,866233,Armario Tipo Estante Marca Isma Mod Ae-13,,,6206002,6206,,1,18,"10,5","7,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,6206,866234,Armario Tipo Estante Marca Isma Mod Ae-13,,,6206003,6206,,1,18,"10,5","7,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,6206,866235,Armario Tipo Estante Marca Isma Mod Ae-13,,,6206004,6206,,1,18,"10,5","7,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,6206,866236,Armario Tipo Estante Marca Isma Mod Ae-13,,,6206005,6206,,1,18,"10,5","7,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,6206,866237,Armario Tipo Estante Marca Isma Mod Ae-13,,,6206006,6206,,1,18,"10,5","7,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,6206,866238,Armario Tipo Estante Marca Isma Mod Ae-13,,,6206007,6206,,1,18,"10,5","7,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,6206,866239,Armario Tipo Estante Marca Isma Mod Ae-13,,,6206008,6206,,1,18,"10,5","7,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,6206,866240,Armario Tipo Estante Marca Isma Mod Ae-13,,,6206009,6206,,1,18,"10,5","7,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,6206,866241,Armario Tipo Estante Marca Isma Mod Ae-13,,,6206010,6206,,1,18,"10,5","7,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866279,Poltrona Fixa Marca Giroflex,,,5400067,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866280,Poltrona Fixa Marca Giroflex,,,5400068,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866281,Poltrona Fixa Marca Giroflex,,,5400069,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866282,Poltrona Fixa Marca Giroflex,,,5400070,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866283,Poltrona Fixa Marca Giroflex,,,5400071,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866284,Poltrona Fixa Marca Giroflex,,,5400072,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866285,Poltrona Fixa Marca Giroflex,,,5400073,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866286,Poltrona Fixa Marca Giroflex,,,5400074,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866287,Poltrona Fixa Marca Giroflex,,,5400075,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866288,Poltrona Fixa Marca Giroflex,,,5400076,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866289,Poltrona Fixa Marca Giroflex,,,5400077,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866290,Poltrona Fixa Marca Giroflex,,,5400078,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866291,Poltrona Fixa Marca Giroflex,,,5400079,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866292,Poltrona Fixa Marca Giroflex,,,5400080,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866293,Poltrona Fixa Marca Giroflex,,,5400081,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866294,Poltrona Fixa Marca Giroflex,,,5400082,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866295,Poltrona Fixa Marca Giroflex,,,5400083,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866296,Poltrona Fixa Marca Giroflex,,,5400084,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866297,Poltrona Fixa Marca Giroflex,,,5400085,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866298,Poltrona Fixa Marca Giroflex,,,5400086,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866299,Poltrona Fixa Marca Giroflex,,,5400087,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866300,Poltrona Fixa Marca Giroflex,,,5400088,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866301,Poltrona Fixa Marca Giroflex,,,5400089,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866302,Poltrona Fixa Marca Giroflex,,,5400090,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866303,Poltrona Fixa Marca Giroflex,,,5400091,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866304,Poltrona Fixa Marca Giroflex,,,5400092,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866305,Poltrona Fixa Marca Giroflex,,,5400093,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,5400,866306,Poltrona Fixa Marca Giroflex,,,5400094,5400,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,47710,866644,Guarda Roupas Com Porta De Abrir Com As Seguintes Caracteristicas:,,,47710008,47710,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,47710,866646,Guarda Roupas Com Porta De Abrir Com As Seguintes Caracteristicas:,,,47710010,47710,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,47710,866647,Guarda Roupas Com Porta De Abrir Com As Seguintes Caracteristicas:,,,47710011,47710,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,47710,866648,Guarda Roupas Com Porta De Abrir Com As Seguintes Caracteristicas:,,,47710012,47710,,1,20,"11,25","8,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,47715,866649,"Armario Com Prateleiras E Persianas Em Polipropileno Com1,00 X 0,50 X 2,00, Armarios Com 2 Corpos Independentes Orgatek, Mod. Dk 265,PadrŃo Mogno Preto.",,,47715001,47715,,1,15,"8,25","6,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,47715,866650,"Armario Com Prateleiras E Persianas Em Polipropileno Com1,00 X 0,50 X 2,00, Armarios Com 2 Corpos Independentes Orgatek, Mod. Dk 265,PadrŃo Mogno Preto.",,,47715002,47715,,1,15,"8,25","6,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,47715,866651,"Armario Com Prateleiras E Persianas Em Polipropileno Com1,00 X 0,50 X 2,00, Armarios Com 2 Corpos Independentes Orgatek, Mod. Dk 265,PadrŃo Mogno Preto.",,,47715003,47715,,1,15,"8,25","6,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,47715,866652,"Armario Com Prateleiras E Persianas Em Polipropileno Com1,00 X 0,50 X 2,00, Armarios Com 2 Corpos Independentes Orgatek, Mod. Dk 265,PadrŃo Mogno Preto.",,,47715004,47715,,1,15,"8,25","6,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,47715,866653,"Armario Com Prateleiras E Persianas Em Polipropileno Com1,00 X 0,50 X 2,00, Armarios Com 2 Corpos Independentes Orgatek, Mod. Dk 265,PadrŃo Mogno Preto.",,,47715005,47715,,1,15,"8,25","6,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,47715,866654,"Armario Com Prateleiras E Persianas Em Polipropileno Com1,00 X 0,50 X 2,00, Armarios Com 2 Corpos Independentes Orgatek, Mod. Dk 265,PadrŃo Mogno Preto.",,,47715006,47715,,1,15,"8,25","6,75",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,1374,866658,Banco Auditˇrio De 4 Lugares Cor Azul Marinho Com Brašos Em Poliuretano Injetado E Prancheta Escamoteßvel Estrutura Metßlica Em Ašo Pintura Epoxi Assento E Encosto Em Espuma Injetada Revestida Em Tecido,,,1374022,1374,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,1374,866659,Banco Auditˇrio De 4 Lugares Cor Azul Marinho Com Brašos Em Poliuretano Injetado E Prancheta Escamoteßvel Estrutura Metßlica Em Ašo Pintura Epoxi Assento E Encosto Em Espuma Injetada Revestida Em Tecido,,,1374023,1374,,1,10,6,4,A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,1450,866667,Mesa Para Reuniao Redonda Marca Cicopal Mod 12075-R  Padrao Mogno/Preto,,,1450002,1450,,1,3,"1,5","1,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,1450,866668,Mesa Para Reuniao Redonda Marca Cicopal Mod 12075-R  Padrao Mogno/Preto,,,1450003,1450,,1,3,"1,5","1,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,1450,866669,Mesa Para Reuniao Redonda Marca Cicopal Mod 12075-R  Padrao Mogno/Preto,,,1450004,1450,,1,3,"1,5","1,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,1450,866670,Mesa Para Reuniao Redonda Marca Cicopal Mod 12075-R  Padrao Mogno/Preto,,,1450005,1450,,1,3,"1,5","1,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,1450,866671,Mesa Para Reuniao Redonda Marca Cicopal Mod 12075-R  Padrao Mogno/Preto,,,1450006,1450,,1,3,"1,5","1,5",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,55266,866806,Puff Marca Dj Mod Baltico,,,55266001,55266,,1,"141,75","80,24","61,51",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,55267,866807,Sofa Tipo 2 Lugares Marca Dj Mod Atlantico,,,55267001,55267,,1,"1134,75","643,43","491,32",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,55265,867514,Poltrona Marca Dj Mod Baltico,,,55265001,55265,,1,"434,75","246,72","188,03",A
IEC - DIVIS├O DE CI╩NCIA DA COMPUTAă├O,42 - MOBILI┴RIO EM GERAL,55265,867515,Poltrona Marca Dj Mod Baltico,,,55265002,55265,,1,"630,75","357,71","273,04",A
